idPotManip;idGenotype;period;numberPot;duration;mean;min;max
C3M42-348;Ts-1(FV);3;2;34.3;108.78;53.37;137.24
C3M42-382;Ts-1(FV);1;2;0;141.44;141.44;141.44
C3M42-382;Ts-1(FV);2;1;26.8;114.47;68.8;139.23
C3M42-382;Ts-1(FV);3;2;37.8;112.46;66.28;137.27
C3M42-395;Ts-1(FV);1;2;0;142.43;142.43;142.43
C3M42-395;Ts-1(FV);2;1;26.8;114.57;68.95;139.97
C3M42-395;Ts-1(FV);3;2;34.9;112.7;66.47;137.82
C3M42-439;Ts-1(FV);1;2;0;142.32;142.32;142.32
C3M42-439;Ts-1(FV);2;1;40.7;125.47;30.56;148.51
C3M42-502;Ts-1(FV);1;2;0;133.15;133.15;133.15
C3M42-502;Ts-1(FV);2;1;16.9;122.04;115.2;130.01
C3M42-502;Ts-1(FV);3;2;41.5;131.93;104.1;137.24
C3M42-12;Tur-4(FV);1;2;0;131.53;131.53;131.53
C3M42-12;Tur-4(FV);2;1;19.8;119.74;110.74;129.99
C3M42-12;Tur-4(FV);3;2;41.5;132.75;107.2;137.4
C3M42-84;Tur-4(FV);1;2;0;148.81;148.81;148.81
C3M42-84;Tur-4(FV);2;1;21.8;114.48;67.62;141.25
C3M42-84;Tur-4(FV);3;2;41.5;116.42;52.63;137.45
C3M42-107;Tur-4(FV);1;2;0;158.76;158.76;158.76
C3M42-107;Tur-4(FV);2;1;27.8;122.48;109.67;152.06
C3M42-168;Tur-4(FV);1;2;0;155.05;155.05;155.05
C3M42-168;Tur-4(FV);2;1;19.8;122.64;113;147.41
C3M42-168;Tur-4(FV);3;2;44.4;132.55;114.63;137.32
C3M42-258;Tur-4(FV);1;2;0;148.62;148.62;148.62
C3M42-258;Tur-4(FV);2;1;19.7;122.79;114.22;143.86
C3M42-258;Tur-4(FV);3;2;45.5;133.14;114.91;137.33
C3M42-279;Tur-4(FV);1;2;0;141.28;141.28;141.28
C3M42-279;Tur-4(FV);2;1;26.7;113.11;68.38;136.48
C3M42-279;Tur-4(FV);3;2;35.9;113.12;66.02;137.22
C3M42-281;Tur-4(FV);1;2;0;138.88;138.88;138.88
C3M42-281;Tur-4(FV);2;1;27.8;120.26;81.49;134.37
C3M42-306;Tur-4(FV);1;2;0;140.66;140.66;140.66
C3M42-306;Tur-4(FV);2;1;20.7;121.96;114.23;136.07
C3M42-306;Tur-4(FV);3;2;42.5;133.97;116.98;137.26
C3M42-402;Tur-4(FV);1;2;0;145.85;145.85;145.85
C3M42-402;Tur-4(FV);2;1;40.7;123.53;53.65;149.94
C3M42-426;Tur-4(FV);1;2;0;138.99;138.99;138.99
C3M42-426;Tur-4(FV);2;1;27.8;123.63;70.47;152.22
C3M42-426;Tur-4(FV);3;2;35.4;114.74;67.31;138.13
C3M42-434;Tur-4(FV);1;2;0;141.22;141.22;141.22
C3M42-434;Tur-4(FV);2;1;20.7;124.22;114.99;140.01
C3M42-434;Tur-4(FV);3;2;44.5;134.07;114.68;137.31
C3M42-448;Tur-4(FV);1;2;0;135.21;135.21;135.21
C3M42-448;Tur-4(FV);2;1;40.7;119.92;55.33;137.52
C3M42-455;Tur-4(FV);1;2;0;140.15;140.15;140.15
C3M42-455;Tur-4(FV);2;1;27.8;115.91;70.49;135.27
C3M42-455;Tur-4(FV);3;2;37.4;118.41;65.83;137.36
C3M42-460;Tur-4(FV);1;2;0;138.5;138.5;138.5
C3M42-460;Tur-4(FV);2;1;65.6;113.41;3.28;140.29
C3M42-492;Tur-4(FV);1;2;0;138.86;138.86;138.86
C3M42-492;Tur-4(FV);2;1;65.6;117.59;47.64;134.39
C3M42-498;Tur-4(FV);1;2;0;133.06;133.06;133.06
C3M42-498;Tur-4(FV);2;1;19.8;126.92;116;149.54
C3M42-498;Tur-4(FV);3;2;43.5;134.13;118.89;137.24
C3M42-134;Utrecht(FV);1;2;0;149.97;149.97;149.97
C3M42-134;Utrecht(FV);2;1;20.7;113.99;68.81;144.03
C3M42-134;Utrecht(FV);3;2;43.5;115.05;66.21;137.43
C3M42-151;Utrecht(FV);1;2;0;144.82;144.82;144.82
C3M42-151;Utrecht(FV);2;1;14.9;122.85;113.44;139.38
C3M42-151;Utrecht(FV);3;2;48.4;133.11;104.24;137.37
C3M42-152;Utrecht(FV);1;2;0;147.69;147.69;147.69
C3M42-152;Utrecht(FV);2;1;20.8;113.59;68.97;141.71
C3M42-152;Utrecht(FV);3;2;37.5;110.48;66.81;137.33
C3M42-153;Utrecht(FV);1;2;0;144.53;144.53;144.53
C3M42-153;Utrecht(FV);2;1;14.9;122.59;113.61;138.05
C3M42-153;Utrecht(FV);3;2;49.4;125.82;88.77;137.35
C3M42-214;Utrecht(FV);1;2;0;147.04;147.04;147.04
C3M42-214;Utrecht(FV);2;1;14.9;121.75;111.76;139.5
C3M42-214;Utrecht(FV);3;2;43.4;127.4;88.12;137.43
C3M42-230;Utrecht(FV);1;2;0;145.58;145.58;145.58
C3M42-230;Utrecht(FV);2;1;21.7;115.89;72.43;140.47
C3M42-230;Utrecht(FV);3;2;32.8;109.37;54.05;137.32
C3M42-235;Utrecht(FV);1;2;0;151.41;151.41;151.41
C3M42-235;Utrecht(FV);2;1;14.9;123.92;111.1;146.52
C3M42-235;Utrecht(FV);3;2;43.4;125.53;83.29;137.36
C3M42-267;Utrecht(FV);1;2;0;134.82;134.82;134.82
C3M42-267;Utrecht(FV);2;1;20.7;112.47;68.99;130
C3M42-267;Utrecht(FV);3;2;44.5;108.81;66.07;137.28
C3M42-282;Utrecht(FV);1;2;0;141.36;141.36;141.36
C3M42-282;Utrecht(FV);2;1;14.7;122.04;113.26;136.36
C3M42-282;Utrecht(FV);3;2;50.5;122.87;70.96;137.33
C3M42-326;Utrecht(FV);1;2;0;136.12;136.12;136.12
C3M42-326;Utrecht(FV);2;1;20.7;115.15;71.59;135.01
C3M42-326;Utrecht(FV);3;2;44.5;109.83;48.04;137.25
C3M42-345;Utrecht(FV);1;2;0;129.54;129.54;129.54
C3M42-345;Utrecht(FV);2;1;14.8;121.48;114.58;130.01
C3M42-345;Utrecht(FV);3;2;48.5;131.6;95.37;137.27
C3M42-347;Utrecht(FV);1;2;0;137.48;137.48;137.48
C3M42-347;Utrecht(FV);2;1;14.9;122.08;114.08;131.95
C3M42-347;Utrecht(FV);3;2;50.4;123.11;71.35;137.25
C3M42-366;Utrecht(FV);1;2;0;139.38;139.38;139.38
C3M42-366;Utrecht(FV);2;1;21.7;115.69;69.45;140.81
C3M42-366;Utrecht(FV);3;2;36.5;101.72;54.24;137.28
C3M42-367;Utrecht(FV);1;2;0;140.24;140.24;140.24
C3M42-367;Utrecht(FV);2;1;21.8;114.99;68.77;141.72
C3M42-367;Utrecht(FV);3;2;36.5;107.95;54.67;137.29
C3M42-390;Utrecht(FV);1;2;0;139.11;139.11;139.11
C3M42-390;Utrecht(FV);2;1;14.8;130.56;117.43;142.08
C3M42-390;Utrecht(FV);3;2;43.5;124.96;73.95;137.16
C3M42-423;Utrecht(FV);1;2;0;144.3;144.3;144.3
C3M42-423;Utrecht(FV);2;1;21.7;117.81;69.56;144.03
C3M42-423;Utrecht(FV);3;2;36.5;108.93;56.08;137.27
C3M42-469;Utrecht(FV);1;2;0;136.99;136.99;136.99
C3M42-469;Utrecht(FV);2;1;15.7;122.22;114.83;131.14
C3M42-469;Utrecht(FV);3;2;49.5;121.86;65.28;137.31
C3M42-495;Utrecht(FV);1;2;0;132.85;132.85;132.85
C3M42-495;Utrecht(FV);2;1;20.7;114.13;71.64;130.01
C3M42-495;Utrecht(FV);3;2;44.5;114.89;66.89;137.32
C3M42-2;Vinslov(FV);1;2;0;147.8;147.8;147.8
C3M42-2;Vinslov(FV);2;1;26.7;110.98;65.81;138.25
C3M42-2;Vinslov(FV);3;2;36.9;113.5;63.7;137.61
C3M42-28;Vinslov(FV);1;2;0;145.61;145.61;145.61
C3M42-28;Vinslov(FV);2;1;19.7;120.99;110.77;136.01
C3M42-28;Vinslov(FV);3;2;44.5;129.97;99.03;137.36
C3M42-64;Vinslov(FV);1;2;0;147.41;147.41;147.41
C3M42-64;Vinslov(FV);2;1;26.7;111.87;67.86;138.33
C3M42-64;Vinslov(FV);3;2;33.9;113.61;65.57;137.31
C3M42-92;Vinslov(FV);1;2;0;157.54;157.54;157.54
C3M42-92;Vinslov(FV);2;1;26.8;113.76;67.55;150.43
C3M42-92;Vinslov(FV);3;2;33.9;113.69;64.77;137.47
C3M42-162;Vinslov(FV);1;2;0;150.11;150.11;150.11
C3M42-162;Vinslov(FV);2;1;16.9;122.97;113.43;144.26
C3M42-162;Vinslov(FV);3;2;37.8;132.52;114.2;137.35
C3M42-183;Vinslov(FV);1;2;0;147.03;147.03;147.03
C3M42-183;Vinslov(FV);2;1;19.7;122.64;114.29;141.85
C3M42-183;Vinslov(FV);3;2;41.8;133.34;112.11;137.42
C3M42-187;Vinslov(FV);1;2;0;150;150;150
C3M42-187;Vinslov(FV);2;1;26.8;113.69;68.22;144.33
C3M42-187;Vinslov(FV);3;2;36.8;113.64;67.05;137.32
C3M42-197;Vinslov(FV);1;2;0;150.07;150.07;150.07
C3M42-197;Vinslov(FV);2;1;19.7;123.15;114.36;146.02
C3M42-197;Vinslov(FV);3;2;43.5;133.13;112.61;137.38
C3M42-218;Vinslov(FV);1;2;0;143.85;143.85;143.85
C3M42-218;Vinslov(FV);2;1;19.7;121.23;113.25;135.94
C3M42-218;Vinslov(FV);3;2;45.5;132.95;112.92;137.35
C3M42-225;Vinslov(FV);1;2;0;144.68;144.68;144.68
C3M42-225;Vinslov(FV);2;1;19.8;120.86;111.75;137.77
C3M42-225;Vinslov(FV);3;2;42.5;131.1;108.09;137.31
C3M42-280;Vinslov(FV);1;2;0;131.85;131.85;131.85
C3M42-280;Vinslov(FV);2;1;26.7;111.91;68.35;129.99
C3M42-280;Vinslov(FV);3;2;34.9;114.25;64.6;137.29
C3M42-322;Vinslov(FV);1;2;0;138.45;138.45;138.45
C3M42-322;Vinslov(FV);2;1;22.7;113.8;68.68;133.66
C3M42-322;Vinslov(FV);3;2;32.6;109.59;66.66;137.24
C3M42-354;Vinslov(FV);1;2;0;133.64;133.64;133.64
C3M42-354;Vinslov(FV);2;1;16.9;122.43;114.32;130.88
C3M42-354;Vinslov(FV);3;2;38.5;132.02;108.95;137.36
C3M42-405;Vinslov(FV);1;2;0;139.4;139.4;139.4
C3M42-405;Vinslov(FV);2;1;65.6;119.16;54.08;138.56
C3M42-409;Vinslov(FV);1;2;0;141;141;141
C3M42-409;Vinslov(FV);2;1;19.7;124.62;114.58;171.97
C3M42-409;Vinslov(FV);3;2;45.5;133.71;114.57;137.26
C3M42-494;Vinslov(FV);1;2;0;133.97;133.97;133.97
C3M42-494;Vinslov(FV);2;1;26.8;113.22;68.21;129.99
C3M42-494;Vinslov(FV);3;2;35;114.78;66.82;137.91
