"","Genotype","treatment","survival_frequency","Group","used","name","CS_number","country","latitude","longitude","altitude","group","DroughtIndex","Lifespan","Fruitnumber","RGR","rosetteDM","Growthrate","ScalingExponent","BTDAY","LDMC","LNC","SLA","StrucRes","Leaf_Area_mm2","Trichomes","SeedProd","LMR","Plant_Area_cm2","LLS","LN","TR","PN","ER","SLArosette","LDMCrosette","LT","GR","FITC","VD","LMA","Amass","Narea","AmassPlant","RER","AnnualMeanTemp","MeanTempDiurnalRange","Iso.thermality","TempSeasonality","MaxTempWarmestMonth","MinTempColdestMonth","TempAnnualRange","MeanTempWettestQuarter","MeanTempDriestQuarter","MeanTempWarmestQuarter","MeanTempColdestQuarter","AnnualPrecipitation","PrecipitationWettestMonth","PrecipitationDriestMonth","PrecipitationSeasonality","PrecipitationWettestQuarter","PrecipitationDriestQuarter","PrecipitationWarmestQuarter","PrecipitationColdestQuarter","AI","PET","P50","LeafArea_mm2","SLA_m2.kg","LDMC_mg.g","RWC"
"99","8357","WD-HT",0.473684210526316,"south","yes","Pla-0","CS76573","ESP",41.5,2.25,145,"spain",0.000274726,47.5,215.5,143.2414903,273.02,5.747789474,0.764567118,55.25,86.36745345,4.9,55.012763,0.045840224,0.671112766,5.375,54.86495701,22.60466667,78.3505605,NA,54,NA,6.757132667,2.826744848,16.69105171,0.195092171,3.156660413,0.169356904,2523.788023,5.065125,64.8217636,104.2417283,0.317626642,117.7717574,0.145900227,15.8,7,3.2,520.2,27.6,5.8,21.8,16.9,22.6,22.7,9.5,635,88,29,29,220,127,158,130,0.7466,0.0888,-2.28,174.9312018,35.5551223170732,89.13681422156,86.5850474481251
"100","8357","WW-LT",0.684210526315789,"south","yes","Pla-0","CS76573","ESP",41.5,2.25,145,"spain",0.000274726,47.5,215.5,143.2414903,273.02,5.747789474,0.764567118,55.25,86.36745345,4.9,55.012763,0.045840224,0.671112766,5.375,54.86495701,22.60466667,78.3505605,NA,54,NA,6.757132667,2.826744848,16.69105171,0.195092171,3.156660413,0.169356904,2523.788023,5.065125,64.8217636,104.2417283,0.317626642,117.7717574,0.145900227,15.8,7,3.2,520.2,27.6,5.8,21.8,16.9,22.6,22.7,9.5,635,88,29,29,220,127,158,130,0.7466,0.0888,-2.28,174.9312018,35.5551223170732,89.13681422156,86.5850474481251
"101","8376","WD-HT",0.6,"north","yes","Sanna-2","CS77234","SWE",62.69,18,78,"north_sweden",0.000723451,75,64,94.40830773,1228.555,16.38073333,0.585866135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5.181324084,6.59002,1.647749698,20.95962981,0.174499223,3.091909741,0.078615401,NA,NA,53.32966428,123.5713761,NA,110.3719885,0.102236745,3.4,8.1,2.4,850.6,20.4,-12.3,32.7,9.7,-3.2,14.6,-7.4,684,77,40,24,214,124,188,156,1.29,0.0524,NA,243.4502058,44.7110047496363,88.7183077079725,90.0266476719661
"102","8376","WW-LT",0.95,"north","yes","Sanna-2","CS77234","SWE",62.69,18,78,"north_sweden",0.000723451,75,64,94.40830773,1228.555,16.38073333,0.585866135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5.181324084,6.59002,1.647749698,20.95962981,0.174499223,3.091909741,0.078615401,NA,NA,53.32966428,123.5713761,NA,110.3719885,0.102236745,3.4,8.1,2.4,850.6,20.4,-12.3,32.7,9.7,-3.2,14.6,-7.4,684,77,40,24,214,124,188,156,1.29,0.0524,NA,243.4502058,44.7110047496363,88.7183077079725,90.0266476719661
"103","8376","WW-HT",1,"north","yes","Sanna-2","CS77234","SWE",62.69,18,78,"north_sweden",0.000723451,75,64,94.40830773,1228.555,16.38073333,0.585866135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5.181324084,6.59002,1.647749698,20.95962981,0.174499223,3.091909741,0.078615401,NA,NA,53.32966428,123.5713761,NA,110.3719885,0.102236745,3.4,8.1,2.4,850.6,20.4,-12.3,32.7,9.7,-3.2,14.6,-7.4,684,77,40,24,214,124,188,156,1.29,0.0524,NA,243.4502058,44.7110047496363,88.7183077079725,90.0266476719661
"104","8376","WW-CT",1,"north","yes","Sanna-2","CS77234","SWE",62.69,18,78,"north_sweden",0.000723451,75,64,94.40830773,1228.555,16.38073333,0.585866135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5.181324084,6.59002,1.647749698,20.95962981,0.174499223,3.091909741,0.078615401,NA,NA,53.32966428,123.5713761,NA,110.3719885,0.102236745,3.4,8.1,2.4,850.6,20.4,-12.3,32.7,9.7,-3.2,14.6,-7.4,684,77,40,24,214,124,188,156,1.29,0.0524,NA,243.4502058,44.7110047496363,88.7183077079725,90.0266476719661
"105","8376","WD-LT",0.75,"north","yes","Sanna-2","CS77234","SWE",62.69,18,78,"north_sweden",0.000723451,75,64,94.40830773,1228.555,16.38073333,0.585866135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,5.181324084,6.59002,1.647749698,20.95962981,0.174499223,3.091909741,0.078615401,NA,NA,53.32966428,123.5713761,NA,110.3719885,0.102236745,3.4,8.1,2.4,850.6,20.4,-12.3,32.7,9.7,-3.2,14.6,-7.4,684,77,40,24,214,124,188,156,1.29,0.0524,NA,243.4502058,44.7110047496363,88.7183077079725,90.0266476719661
"106","9057","WD-LT",0.6,"north","yes","Vinslöv","CS78847","SWE",56.1,13.9167,22,"south_sweden",0.000406654,56.5,144,122.3378629,689.5,12.20353982,0.654495925,61.5,100.0991965,2.7575,49.588628,0.038934764,0.653474547,8.375,67.04261082,44.10966667,57.38342167,31,39,4.181382714,6.47802,2.443690069,24.94391682,0.150781747,2.725279272,0.097967376,3378.0559,6.163025,44.43525031,145.7856084,0.122530203,166.9321275,0.127598447,7.7,6.2,2.6,624.7,20.5,-3,23.5,15.2,2.3,15.9,0.1,646,72,36,22,201,113,187,153,1.1403,0.057,-1.63,213.87024195,52.6408368414387,87.426545900026,94.406237658583
"107","9057","WW-LT",0.9,"north","yes","Vinslöv","CS78847","SWE",56.1,13.9167,22,"south_sweden",0.000406654,56.5,144,122.3378629,689.5,12.20353982,0.654495925,61.5,100.0991965,2.7575,49.588628,0.038934764,0.653474547,8.375,67.04261082,44.10966667,57.38342167,31,39,4.181382714,6.47802,2.443690069,24.94391682,0.150781747,2.725279272,0.097967376,3378.0559,6.163025,44.43525031,145.7856084,0.122530203,166.9321275,0.127598447,7.7,6.2,2.6,624.7,20.5,-3,23.5,15.2,2.3,15.9,0.1,646,72,36,22,201,113,187,153,1.1403,0.057,-1.63,213.87024195,52.6408368414387,87.426545900026,94.406237658583
"108","9057","WW-HT",1,"north","yes","Vinslöv","CS78847","SWE",56.1,13.9167,22,"south_sweden",0.000406654,56.5,144,122.3378629,689.5,12.20353982,0.654495925,61.5,100.0991965,2.7575,49.588628,0.038934764,0.653474547,8.375,67.04261082,44.10966667,57.38342167,31,39,4.181382714,6.47802,2.443690069,24.94391682,0.150781747,2.725279272,0.097967376,3378.0559,6.163025,44.43525031,145.7856084,0.122530203,166.9321275,0.127598447,7.7,6.2,2.6,624.7,20.5,-3,23.5,15.2,2.3,15.9,0.1,646,72,36,22,201,113,187,153,1.1403,0.057,-1.63,213.87024195,52.6408368414387,87.426545900026,94.406237658583
"109","9057","WW-CT",1,"north","yes","Vinslöv","CS78847","SWE",56.1,13.9167,22,"south_sweden",0.000406654,56.5,144,122.3378629,689.5,12.20353982,0.654495925,61.5,100.0991965,2.7575,49.588628,0.038934764,0.653474547,8.375,67.04261082,44.10966667,57.38342167,31,39,4.181382714,6.47802,2.443690069,24.94391682,0.150781747,2.725279272,0.097967376,3378.0559,6.163025,44.43525031,145.7856084,0.122530203,166.9321275,0.127598447,7.7,6.2,2.6,624.7,20.5,-3,23.5,15.2,2.3,15.9,0.1,646,72,36,22,201,113,187,153,1.1403,0.057,-1.63,213.87024195,52.6408368414387,87.426545900026,94.406237658583
"110","9057","WD-HT",0.789473684210526,"north","yes","Vinslöv","CS78847","SWE",56.1,13.9167,22,"south_sweden",0.000406654,56.5,144,122.3378629,689.5,12.20353982,0.654495925,61.5,100.0991965,2.7575,49.588628,0.038934764,0.653474547,8.375,67.04261082,44.10966667,57.38342167,31,39,4.181382714,6.47802,2.443690069,24.94391682,0.150781747,2.725279272,0.097967376,3378.0559,6.163025,44.43525031,145.7856084,0.122530203,166.9321275,0.127598447,7.7,6.2,2.6,624.7,20.5,-3,23.5,15.2,2.3,15.9,0.1,646,72,36,22,201,113,187,153,1.1403,0.057,-1.63,213.87024195,52.6408368414387,87.426545900026,94.406237658583
"111","9470","WW-CT",1,"north","yes","Tur-4","CS77399","SWE",57.6511,14.8043,273,"south_sweden",-0.000282004,90.5,35.5,107.4240821,1632.405,18.03762431,0.552097535,82.62910899,174.8711965,1.696666667,28.44862365,0.055225148,0.554880373,15.75,-2.32679603,31.258,71.65850933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7.9,2.9,678.8,20.5,-6.6,27.1,13.4,-0.1,14.4,-3,644,74,36,23,211,111,196,140,1.0612,0.0604,NA,145.6332238,36.9171813285035,101.078989716125,92.42719889913
"112","9470","WW-LT",0.85,"north","yes","Tur-4","CS77399","SWE",57.6511,14.8043,273,"south_sweden",-0.000282004,90.5,35.5,107.4240821,1632.405,18.03762431,0.552097535,82.62910899,174.8711965,1.696666667,28.44862365,0.055225148,0.554880373,15.75,-2.32679603,31.258,71.65850933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7.9,2.9,678.8,20.5,-6.6,27.1,13.4,-0.1,14.4,-3,644,74,36,23,211,111,196,140,1.0612,0.0604,NA,145.6332238,36.9171813285035,101.078989716125,92.42719889913
"113","9470","WW-HT",1,"north","yes","Tur-4","CS77399","SWE",57.6511,14.8043,273,"south_sweden",-0.000282004,90.5,35.5,107.4240821,1632.405,18.03762431,0.552097535,82.62910899,174.8711965,1.696666667,28.44862365,0.055225148,0.554880373,15.75,-2.32679603,31.258,71.65850933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7.9,2.9,678.8,20.5,-6.6,27.1,13.4,-0.1,14.4,-3,644,74,36,23,211,111,196,140,1.0612,0.0604,NA,145.6332238,36.9171813285035,101.078989716125,92.42719889913
"114","9470","WD-LT",0.7,"north","yes","Tur-4","CS77399","SWE",57.6511,14.8043,273,"south_sweden",-0.000282004,90.5,35.5,107.4240821,1632.405,18.03762431,0.552097535,82.62910899,174.8711965,1.696666667,28.44862365,0.055225148,0.554880373,15.75,-2.32679603,31.258,71.65850933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7.9,2.9,678.8,20.5,-6.6,27.1,13.4,-0.1,14.4,-3,644,74,36,23,211,111,196,140,1.0612,0.0604,NA,145.6332238,36.9171813285035,101.078989716125,92.42719889913
"115","9470","WD-HT",0.8,"north","yes","Tur-4","CS77399","SWE",57.6511,14.8043,273,"south_sweden",-0.000282004,90.5,35.5,107.4240821,1632.405,18.03762431,0.552097535,82.62910899,174.8711965,1.696666667,28.44862365,0.055225148,0.554880373,15.75,-2.32679603,31.258,71.65850933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,7.9,2.9,678.8,20.5,-6.6,27.1,13.4,-0.1,14.4,-3,644,74,36,23,211,111,196,140,1.0612,0.0604,NA,145.6332238,36.9171813285035,101.078989716125,92.42719889913
"116","9507","WW-HT",1,"south","yes","IP-Coa-0","CS76775","POR",38.45,-7.5,190,"spain",0.000717462,36,90,NA,16.3,0.452777778,1.099428081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,10.8,4,542.2,32.3,5.8,26.5,10.9,23.6,24,10.1,556,75,3,56,224,31,31,220,0.4609,0.1217,-2.23,215.3622686,54.6056881292089,73.4437894722319,90.15718767676
"117","9507","WD-HT",0.3,"south","yes","IP-Coa-0","CS76775","POR",38.45,-7.5,190,"spain",0.000717462,36,90,NA,16.3,0.452777778,1.099428081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,10.8,4,542.2,32.3,5.8,26.5,10.9,23.6,24,10.1,556,75,3,56,224,31,31,220,0.4609,0.1217,-2.23,215.3622686,54.6056881292089,73.4437894722319,90.15718767676
"118","9507","WW-LT",0.65,"south","yes","IP-Coa-0","CS76775","POR",38.45,-7.5,190,"spain",0.000717462,36,90,NA,16.3,0.452777778,1.099428081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,10.8,4,542.2,32.3,5.8,26.5,10.9,23.6,24,10.1,556,75,3,56,224,31,31,220,0.4609,0.1217,-2.23,215.3622686,54.6056881292089,73.4437894722319,90.15718767676
"119","9507","WW-CT",1,"south","yes","IP-Coa-0","CS76775","POR",38.45,-7.5,190,"spain",0.000717462,36,90,NA,16.3,0.452777778,1.099428081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,10.8,4,542.2,32.3,5.8,26.5,10.9,23.6,24,10.1,556,75,3,56,224,31,31,220,0.4609,0.1217,-2.23,215.3622686,54.6056881292089,73.4437894722319,90.15718767676
"120","9507","WD-LT",0.15,"south","yes","IP-Coa-0","CS76775","POR",38.45,-7.5,190,"spain",0.000717462,36,90,NA,16.3,0.452777778,1.099428081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,10.8,4,542.2,32.3,5.8,26.5,10.9,23.6,24,10.1,556,75,3,56,224,31,31,220,0.4609,0.1217,-2.23,215.3622686,54.6056881292089,73.4437894722319,90.15718767676
"121","9537","WW-LT",0.75,"south","yes","IP-Cum-1","CS76787","ESP",38.07,-6.66,596,"spain",0.000231954,39.5,150.5,NA,75.59,1.913670886,0.917149632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,11.2,3.8,603.6,32,3.1,28.9,8.6,22.9,23.1,7.7,643,88,4,56,256,32,36,245,0.5431,0.1193,-2.11,241.70117935,58.4179556283418,74.5232172470978,85.6037329330373
"122","9537","WD-LT",0.25,"south","yes","IP-Cum-1","CS76787","ESP",38.07,-6.66,596,"spain",0.000231954,39.5,150.5,NA,75.59,1.913670886,0.917149632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,11.2,3.8,603.6,32,3.1,28.9,8.6,22.9,23.1,7.7,643,88,4,56,256,32,36,245,0.5431,0.1193,-2.11,241.70117935,58.4179556283418,74.5232172470978,85.6037329330373
"123","9537","WD-HT",0.65,"south","yes","IP-Cum-1","CS76787","ESP",38.07,-6.66,596,"spain",0.000231954,39.5,150.5,NA,75.59,1.913670886,0.917149632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,11.2,3.8,603.6,32,3.1,28.9,8.6,22.9,23.1,7.7,643,88,4,56,256,32,36,245,0.5431,0.1193,-2.11,241.70117935,58.4179556283418,74.5232172470978,85.6037329330373
"124","9537","WW-HT",1,"south","yes","IP-Cum-1","CS76787","ESP",38.07,-6.66,596,"spain",0.000231954,39.5,150.5,NA,75.59,1.913670886,0.917149632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,11.2,3.8,603.6,32,3.1,28.9,8.6,22.9,23.1,7.7,643,88,4,56,256,32,36,245,0.5431,0.1193,-2.11,241.70117935,58.4179556283418,74.5232172470978,85.6037329330373
"125","9537","WW-CT",1,"south","yes","IP-Cum-1","CS76787","ESP",38.07,-6.66,596,"spain",0.000231954,39.5,150.5,NA,75.59,1.913670886,0.917149632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,11.2,3.8,603.6,32,3.1,28.9,8.6,22.9,23.1,7.7,643,88,4,56,256,32,36,245,0.5431,0.1193,-2.11,241.70117935,58.4179556283418,74.5232172470978,85.6037329330373
"126","9544","WW-CT",1,"south","yes","IP-Gua-1","CS76894","ESP",39.4,-5.33,694,"spain",-1.98e-05,41.5,126,206.4442379,101.555,2.447108434,0.88206686,56.625,92.75098893,3.715,37.99092603,0.045326414,0.728631051,3.375,99.32624113,29.86633333,89.97479975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,11.8,3.7,670.6,33.1,1.3,31.8,6.9,23.3,23.3,6.2,499,62,6,45,170,40,40,159,0.3938,0.1211,-2.1,222.71888805,49.2926191949395,85.8379592915678,82.8250692302546
"127","9544","WD-LT",0.526315789473684,"south","yes","IP-Gua-1","CS76894","ESP",39.4,-5.33,694,"spain",-1.98e-05,41.5,126,206.4442379,101.555,2.447108434,0.88206686,56.625,92.75098893,3.715,37.99092603,0.045326414,0.728631051,3.375,99.32624113,29.86633333,89.97479975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,11.8,3.7,670.6,33.1,1.3,31.8,6.9,23.3,23.3,6.2,499,62,6,45,170,40,40,159,0.3938,0.1211,-2.1,222.71888805,49.2926191949395,85.8379592915678,82.8250692302546
"128","9544","WW-LT",0.578947368421053,"south","yes","IP-Gua-1","CS76894","ESP",39.4,-5.33,694,"spain",-1.98e-05,41.5,126,206.4442379,101.555,2.447108434,0.88206686,56.625,92.75098893,3.715,37.99092603,0.045326414,0.728631051,3.375,99.32624113,29.86633333,89.97479975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,11.8,3.7,670.6,33.1,1.3,31.8,6.9,23.3,23.3,6.2,499,62,6,45,170,40,40,159,0.3938,0.1211,-2.1,222.71888805,49.2926191949395,85.8379592915678,82.8250692302546
"129","9544","WW-HT",0.947368421052632,"south","yes","IP-Gua-1","CS76894","ESP",39.4,-5.33,694,"spain",-1.98e-05,41.5,126,206.4442379,101.555,2.447108434,0.88206686,56.625,92.75098893,3.715,37.99092603,0.045326414,0.728631051,3.375,99.32624113,29.86633333,89.97479975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,11.8,3.7,670.6,33.1,1.3,31.8,6.9,23.3,23.3,6.2,499,62,6,45,170,40,40,159,0.3938,0.1211,-2.1,222.71888805,49.2926191949395,85.8379592915678,82.8250692302546
"130","9544","WD-HT",0.684210526315789,"south","yes","IP-Gua-1","CS76894","ESP",39.4,-5.33,694,"spain",-1.98e-05,41.5,126,206.4442379,101.555,2.447108434,0.88206686,56.625,92.75098893,3.715,37.99092603,0.045326414,0.728631051,3.375,99.32624113,29.86633333,89.97479975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,11.8,3.7,670.6,33.1,1.3,31.8,6.9,23.3,23.3,6.2,499,62,6,45,170,40,40,159,0.3938,0.1211,-2.1,222.71888805,49.2926191949395,85.8379592915678,82.8250692302546
"131","9549","WW-HT",1,"south","yes","IP-Hum-2","CS76943","ESP",42.23,-3.69,903,"relict",0.000100852,67,103,128.761761,773.705,11.54783582,0.640805787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,10,3.7,574.9,26.1,-0.7,26.8,7.1,18,18,3.3,552,60,27,22,163,97,97,143,0.5847,0.0944,NA,140.23622785,52.9633768277778,61.3807531380753,85.2624746707193
"132","9549","WW-CT",1,"south","yes","IP-Hum-2","CS76943","ESP",42.23,-3.69,903,"relict",0.000100852,67,103,128.761761,773.705,11.54783582,0.640805787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,10,3.7,574.9,26.1,-0.7,26.8,7.1,18,18,3.3,552,60,27,22,163,97,97,143,0.5847,0.0944,NA,140.23622785,52.9633768277778,61.3807531380753,85.2624746707193
"133","9549","WD-HT",0.947368421052632,"south","yes","IP-Hum-2","CS76943","ESP",42.23,-3.69,903,"relict",0.000100852,67,103,128.761761,773.705,11.54783582,0.640805787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,10,3.7,574.9,26.1,-0.7,26.8,7.1,18,18,3.3,552,60,27,22,163,97,97,143,0.5847,0.0944,NA,140.23622785,52.9633768277778,61.3807531380753,85.2624746707193
"134","9549","WW-LT",0.65,"south","yes","IP-Hum-2","CS76943","ESP",42.23,-3.69,903,"relict",0.000100852,67,103,128.761761,773.705,11.54783582,0.640805787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,10,3.7,574.9,26.1,-0.7,26.8,7.1,18,18,3.3,552,60,27,22,163,97,97,143,0.5847,0.0944,NA,140.23622785,52.9633768277778,61.3807531380753,85.2624746707193
"135","9549","WD-LT",0.8,"south","yes","IP-Hum-2","CS76943","ESP",42.23,-3.69,903,"relict",0.000100852,67,103,128.761761,773.705,11.54783582,0.640805787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,10,3.7,574.9,26.1,-0.7,26.8,7.1,18,18,3.3,552,60,27,22,163,97,97,143,0.5847,0.0944,NA,140.23622785,52.9633768277778,61.3807531380753,85.2624746707193
"136","9600","WW-LT",0.65,"south","yes","IP-Vis-0","CS78848","ESP",39.85,-6.04,338,"relict",-6.79e-05,46,155.5,141.3407107,191.45,4.161956522,0.806736134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,11,3.6,643,33.4,3.6,29.8,8.8,24.4,24.4,8,462,57,5,46,168,35,35,155,0.3682,0.1214,NA,167.96008205,40.1051544129839,93.599672011662,92.9159539431693
"137","9600","WW-HT",0.95,"south","yes","IP-Vis-0","CS78848","ESP",39.85,-6.04,338,"relict",-6.79e-05,46,155.5,141.3407107,191.45,4.161956522,0.806736134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,11,3.6,643,33.4,3.6,29.8,8.8,24.4,24.4,8,462,57,5,46,168,35,35,155,0.3682,0.1214,NA,167.96008205,40.1051544129839,93.599672011662,92.9159539431693
"138","9600","WD-LT",0.526315789473684,"south","yes","IP-Vis-0","CS78848","ESP",39.85,-6.04,338,"relict",-6.79e-05,46,155.5,141.3407107,191.45,4.161956522,0.806736134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,11,3.6,643,33.4,3.6,29.8,8.8,24.4,24.4,8,462,57,5,46,168,35,35,155,0.3682,0.1214,NA,167.96008205,40.1051544129839,93.599672011662,92.9159539431693
"139","9600","WD-HT",0.947368421052632,"south","yes","IP-Vis-0","CS78848","ESP",39.85,-6.04,338,"relict",-6.79e-05,46,155.5,141.3407107,191.45,4.161956522,0.806736134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,11,3.6,643,33.4,3.6,29.8,8.8,24.4,24.4,8,462,57,5,46,168,35,35,155,0.3682,0.1214,NA,167.96008205,40.1051544129839,93.599672011662,92.9159539431693
"140","9600","WW-CT",1,"south","yes","IP-Vis-0","CS78848","ESP",39.85,-6.04,338,"relict",-6.79e-05,46,155.5,141.3407107,191.45,4.161956522,0.806736134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,11,3.6,643,33.4,3.6,29.8,8.8,24.4,24.4,8,462,57,5,46,168,35,35,155,0.3682,0.1214,NA,167.96008205,40.1051544129839,93.599672011662,92.9159539431693
"141","9943","WW-LT",0.7,"south","yes","Cdm-0","CS76410","ESP",39.73,-5.74,444,"spain",NA,43.5,129.5,195.8553395,67.065,1.541724138,0.931367031,62,173.832172,2.325,27.57902773,0.053257473,0.736631996,3.5,79.9462287,33.10866667,83.77676829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,11.4,3.7,652.6,33.4,2.8,30.6,8.2,24.1,24.1,7.4,448,54,5,45,157,35,35,145,0.4057,0.1178,-1.97,252.2310325,52.9946422407436,89.3749531760484,87.8772893266199
"142","9943","WW-CT",1,"south","yes","Cdm-0","CS76410","ESP",39.73,-5.74,444,"spain",NA,43.5,129.5,195.8553395,67.065,1.541724138,0.931367031,62,173.832172,2.325,27.57902773,0.053257473,0.736631996,3.5,79.9462287,33.10866667,83.77676829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,11.4,3.7,652.6,33.4,2.8,30.6,8.2,24.1,24.1,7.4,448,54,5,45,157,35,35,145,0.4057,0.1178,-1.97,252.2310325,52.9946422407436,89.3749531760484,87.8772893266199
"143","9943","WD-LT",0.35,"south","yes","Cdm-0","CS76410","ESP",39.73,-5.74,444,"spain",NA,43.5,129.5,195.8553395,67.065,1.541724138,0.931367031,62,173.832172,2.325,27.57902773,0.053257473,0.736631996,3.5,79.9462287,33.10866667,83.77676829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,11.4,3.7,652.6,33.4,2.8,30.6,8.2,24.1,24.1,7.4,448,54,5,45,157,35,35,145,0.4057,0.1178,-1.97,252.2310325,52.9946422407436,89.3749531760484,87.8772893266199
"144","9943","WD-HT",0.7,"south","yes","Cdm-0","CS76410","ESP",39.73,-5.74,444,"spain",NA,43.5,129.5,195.8553395,67.065,1.541724138,0.931367031,62,173.832172,2.325,27.57902773,0.053257473,0.736631996,3.5,79.9462287,33.10866667,83.77676829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,11.4,3.7,652.6,33.4,2.8,30.6,8.2,24.1,24.1,7.4,448,54,5,45,157,35,35,145,0.4057,0.1178,-1.97,252.2310325,52.9946422407436,89.3749531760484,87.8772893266199
